iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","Sendinblue","Get the details of requested master account","GET","https://api.sendinblue.com/v3/corporate/masterAccount","Unauthorized","401","871","50","Content-Type is present, Response time is not less than 200ms","Body matches string, Body is correct",,"4","2","2","0"
"1","Sendinblue","Get the list of all the sub-accounts of the master account.","GET","https://api.sendinblue.com/v3/corporate/subAccount?offset=-41398727&limit=-41398727","Unauthorized","401","832","50","Content-Type is present, Response time is not less than 200ms","Body matches string, Body is correct",,"4","2","2","0"
"1","Sendinblue","Create a new sub-account under a master account.","POST","https://api.sendinblue.com/v3/corporate/subAccount","Unauthorized","401","426","50",,,,"0","0","0","0"
"1","Sendinblue","Generate SSO token to access Sendinblue","POST","https://api.sendinblue.com/v3/corporate/subAccount/ssoToken","Unauthorized","401","460","50",,,,"0","0","0","0"
"1","Sendinblue","Get sub-account details","GET","https://api.sendinblue.com/v3/corporate/subAccount/13396752","Unauthorized","401","521","50","Content-Type is present, Response time is not less than 200ms","Body matches string, Body is correct",,"4","2","2","0"
"1","Sendinblue","Delete a sub-account","DELETE","https://api.sendinblue.com/v3/corporate/subAccount/13396752","Unauthorized","401","414","50",,,,"0","0","0","0"
"1","Sendinblue","Update sub-account plan","PUT","https://api.sendinblue.com/v3/corporate/subAccount/13396752/plan","Unauthorized","401","332","50",,,,"0","0","0","0"
"1","Sendinblue","Get your account information, plan and credits details","GET","https://api.sendinblue.com/v3/account","Unauthorized","401","286","50","Body matches string, Content-Type is present, Response time is not less than 200ms","Body is not correct",,"4","3","1","0"
"1","Sendinblue","Get the list of all your senders","GET","https://api.sendinblue.com/v3/senders","Unauthorized","401","345","50",,"Status code is 200, Body matches string",,"2","0","2","0"
"1","Sendinblue","Create a new sender","POST","https://api.sendinblue.com/v3/senders","Unauthorized","401","273","50",,,,"0","0","0","0"
"1","Sendinblue","Get all the dedicated IPs for your account","GET","https://api.sendinblue.com/v3/senders/ips","Unauthorized","401","980","50","Body matches string, Content-Type is present, Response time is not less than 200ms","Body is correct",,"4","3","1","0"
"1","Sendinblue","Update a sender","PUT","https://api.sendinblue.com/v3/senders/13396752","Unauthorized","401","1091","50",,,,"0","0","0","0"
"1","Sendinblue","Delete a sender","DELETE","https://api.sendinblue.com/v3/senders/13396752","Unauthorized","401","258","50",,,,"0","0","0","0"
"1","Sendinblue","Get all the dedicated IPs for a sender","GET","https://api.sendinblue.com/v3/senders/:senderId/ips","Unauthorized","401","280","50","Body matches string, Content-Type is present, Response time is not less than 200ms","Body is not correct",,"4","3","1","0"
